Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Woodcrest Country Club,,Cherry Hill,,Private,https://www.woodcrestcc.com/,,,no,low,Pro shop (856) 429-4300 | 18 holes par 71 Toomey and Flynn design (1929); private; at Berlin and Evesham Rds; coords approx | South Jersey region | Camden County | Source sheet verification: Private
Merchantville Country Club,,Cherry Hill,,Private,,,,no,low,Pro shop (856) 662-8555 | 9 holes par 36; private; at Chapel Ave and Hampton Rd; coords approx | South Jersey region | Camden County | Source sheet verification: Private
Echelon Golf Club,,Voorhees,,Closed,,,,no,low,Former 18-hole public course; closed and redeveloped for residential use; coords approx | South Jersey region | Camden County | Source sheet verification: Closed
Seaview Bay Course,,Galloway,,Resort,https://www.seaviewgolf.com/,golfwithaccess,https://troon.com/course/seaview-hotel-and-golf-club/reserve-tee-time,yes,high,"Pro shop (609) 748-7680 | 18 holes; Donald Ross/Hugh Wilson 1914; Seaview a Dolce resort; shared TeeItUp account 00068493 covers Bay and Pines | South Shore region | Atlantic County | Source sheet verification: VERIFIED | Re-verified 2026-09-01 in browser: own site's Book Tee Times goes to Troon Golf With Access, tenant seaview-hotel-and-golf-club; Bay course uuid 3e2804aa-1d90-4c79-b436-a099f0ac9394"
Seaview Pines Course,,Galloway,,Resort,https://www.seaviewgolf.com/,golfwithaccess,https://troon.com/course/seaview-hotel-and-golf-club/reserve-tee-time,yes,high,Pro shop (609) 748-7680 | 18 holes; Flynn/Toomey 1929; Seaview a Dolce resort; hosts ShopRite LPGA Classic; shared TeeItUp booking | South Shore region | Atlantic County | Source sheet verification: VERIFIED | Re-verified 2026-09-01 in browser: same Golf With Access tenant; Pines course uuid 8a0d76c2-82a9-413a-a7d1-f7baa535bee9
Twisted Dune Golf Club,,Egg Harbor Township,,Public,https://www.twisteddune.com/,teeitup,https://twisted-dune-golf-club.book.teeitup.com/,yes,high,Pro shop (609) 653-8019 | 18 holes; links-style daily-fee | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Harbor Pines Golf Club,,Egg Harbor Township,,Public,https://www.harborpines.com/,ezlinks,https://harborpines.ezlinksgolf.com/index.html#/search,yes,high,Pro shop (609) 927-0006 | 18 holes; daily-fee | South Shore region | Atlantic County | Source sheet verification: VERIFIED
McCullough's Emerald Golf Links,,Egg Harbor Township,,Municipal,https://www.mcculloughsgolf.com/,clubprophet,https://mcculloughsemerald.cps.golf/,yes,high,Pro shop (609) 926-3900 | 18 holes; Irish/Scottish links style; Egg Harbor Township-owned; live CPS Club Prophet engine | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Blue Heron Pines Golf Club,,Galloway,,Semi-Private,https://blueheronpines.com/,chronogolf,https://www.chronogolf.com/club/blue-heron-pines-golf-club,yes,high,Pro shop (609) 965-1800 | 18 holes; Stephen Kay; Ron Jaworski Golf; West course closed 2011; live Reserve-now-pay-later | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Atlantic City Country Club,,Northfield,,Private,https://accountryclub.com/,,,no,low,Pro shop (609) 236-4400 | 18 holes; est. 1897; now private (Ottinger Golf Group); coords approx (Leo Fraser Dr not in Census file) | South Shore region | Atlantic County | Source sheet verification: Private
Mays Landing Golf Club,,Mays Landing,,Public,http://www.mayslandinggolf.com,,,no,low,Pro shop (609) 641-4411 | 18 holes; Chronogolf club page is phone-only placeholder (Contact the course directly) | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Hamilton Trails Golf Club,,Mays Landing,,Public,,chronogolf,https://www.chronogolf.com/club/hamilton-trails-golf-club,yes,high,Pro shop (609) 641-6824 | 9 holes; live Chronogolf Reserve-now-pay-later | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Ballamor Golf Club,,Egg Harbor Township,,Public,https://www.ballamor.com/,ezlinks,https://ottingerpp.ezlinksgolf.com/index.html#/search,yes,high,"Pro shop (609) 601-6220 | 18 holes; formerly private, now daily-fee public (Ottinger Golf); online booking channel not confirmed; coords approx (English Creek Ave number not in Census file) — Public daily-fee (Ottinger Golf); Book A Tee Time Now links EZLinks tee sheet | South Shore region | Atlantic County | Source sheet verification: VERIFIED"
Galloway National Golf Club,,Galloway,,Private,https://www.gallowaynational.com/,,,no,low,Pro shop (609) 748-1000 | 18 holes; Tom Fazio 1995; members-only | South Shore region | Atlantic County | Source sheet verification: Private
Hidden Creek Golf Club,,Egg Harbor Township,,Private,,,,no,low,Pro shop (609) 909-2990 | 18 holes; Coore/Crenshaw 2002; ultra-private members-only | South Shore region | Atlantic County | Source sheet verification: Private
Greate Bay Country Club,,Somers Point,,Private,,,,no,low,Pro shop (609) 927-5071 | 18 holes; private club; coords approx (Somers Point-Mays Landing Rd number not in Census file) | South Shore region | Atlantic County | Source sheet verification: Private
Linwood Country Club,,Linwood,,Private,,,,no,low,Pro shop (609) 927-7374 | 18 holes; Herbert Strong 1921; private | South Shore region | Atlantic County | Source sheet verification: Private
Buena Vista Country Club,,Buena,,Public,https://www.buenavistacc.com,chronogolf,https://www.chronogolf.com/club/buena-vista-country-club,yes,high,Pro shop (856) 697-3733 | 18 holes; William Gordon 1957; Buena Vista Twp; daily-fee public; online booking not confirmed — Public daily-fee; Chronogolf club LIVE with real tee times (approx $35); site links Chronogolf online booking | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Pomona Golf Course,,Galloway,,Executive/Par-3,,,,no,low,Pro shop (609) 965-3232 | Short/executive course in Pomona section of Galloway; addr 400 W Moss Mill Rd (08215); online booking not confirmed — No own booking site; GolfNow facility 12691 exists but no confirmed live inventory / not clearly course channel; reserve by phone | South Shore region | Atlantic County | Source sheet verification: NO_ONLINE
Victor's Par 3 Golf Course,,Mays Landing,,Executive/Par-3,,,,no,low,"Pro shop (609) 625-4931 | Par-3 course; 6444 Pittsburgh Ave, Hamilton Twp; online booking not confirmed — Par-3 course; no online booking channel found in TeeItUp/Chronogolf/ForeUp/GolfNow; reserve by phone | South Shore region | Atlantic County | Source sheet verification: NO_ONLINE"
Latona Golf & Country Club,,Buena,,Public,https://latonacountryclub.com,chronogolf,https://www.chronogolf.com/club/latona-country-club,yes,high,Pro shop (856) 692-8149 | 9-hole short course; Buena Vista Twp (Atlantic County per NJGolf); opened 1964; coords approx (Oak/Cumberland Rd intersection); booking not confirmed — 9-hole; own site embeds Chronogolf widget (clubId 9960); club page LIVE with real tee times (approx $17) | South Shore region | Atlantic County | Source sheet verification: VERIFIED
Vineyard National at Renault,,Egg Harbor City,,Resort,https://renaultwinery.com/golf/,ezlinks,https://thevineyards.ezlinksgolf.com/index.html#/search,yes,high,Pro shop (609) 965-2111 | 18 holes; Renault Winery Resort; play amongst the vineyards | South Shore region | Atlantic County | Source sheet verification: VERIFIED
The Links at Brigantine Beach,,Brigantine,,Semi-Private,https://www.brigantinegolf.com/,,,no,low,"Pro shop (609) 266-1388 | 18 holes; city-owned, Meadowbrook Golf managed; Chronogolf club page is phone-only placeholder | South Shore region | Atlantic County | Source sheet verification: VERIFIED"
Cape May National Golf Club,,Cape May,,Public,https://www.cmngc.com/,foreup,https://foreupsoftware.com/index.php/booking/index/19288,yes,high,Pro shop (609) 884-1563 | 18 holes; The Natural; Erma section of Lower Twp; live ForeUp booking (facility 19288) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Avalon Golf Club,,Cape May Court House,,Public,https://www.avalongolfclub.net/,clubprophet,https://avalon.cps.golf/onlineresweb/search-teetime,yes,high,Pro shop (609) 465-4653 | 18 holes; Swainton; CPS Golf engine avalon.cps.golf; coords approx (Route 9 number not in Census file) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Sand Barrens Golf Club - North Course,,Swainton,,Public,,,,no,low,Pro shop (609) 465-3555 | 27-hole facility (North/South/West nines); Chronogolf club page phone-only placeholder; own domain parked; coords approx (Route 9 number not in Census file) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Sand Barrens Golf Club - South Course,,Swainton,,Public,,,,no,low,Pro shop (609) 465-3555 | 27-hole facility (North/South/West nines); Chronogolf club page phone-only placeholder; own domain parked; coords approx (Route 9 number not in Census file) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Sand Barrens Golf Club - West Course,,Swainton,,Public,,,,no,low,Pro shop (609) 465-3555 | 27-hole facility (North/South/West nines); Chronogolf club page phone-only placeholder; own domain parked; coords approx (Route 9 number not in Census file) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Shore Gate Golf Club,,Ocean View,,Public,https://shoregategolf.com/,teesnap,https://shoregategolf.teesnap.net/,yes,high,Pro shop (609) 624-8337 | 18 holes; Upper Twp; daily-fee public | South Shore region | Cape May County | Source sheet verification: VERIFIED
Ocean City Golf Course,,Ocean City,,Municipal,https://www.ocnj.us/golfcourse,other:recdesk,https://ocnj.recdesk.com/Community/Facility?type=5,yes,high,Pro shop (609) 399-1315 | 12 holes par 37; city-owned; RecDesk reservations; season Apr 1 - Oct 31 | South Shore region | Cape May County | Source sheet verification: VERIFIED
The Pines at Clermont,,Clermont,,Executive/Par-3,https://www.pinesatclermont.net/,teesnap,https://pinesatclermont.teesnap.net/,yes,high,9-hole short course; Dennis Township; family-friendly; live Teesnap; coords approx (city fallback) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Big Little 9,,Cape May Court House,,Executive/Par-3,https://biglittle9.com/,chronogolf,https://www.chronogolf.com/club/big-little-9,yes,high,Pro shop (609) 465-4560 | 9-hole par-3; formerly Laguna Oaks; 600 Bayberry Dr; online booking not confirmed — 9-hole par-3; own site Book a Tee-Time links chronogolf club 19164; club page LIVE (Reserve and pay now) | South Shore region | Cape May County | Source sheet verification: VERIFIED
Cape May Par 3,,Rio Grande,,Executive/Par-3,https://capemaypar3.com/,,,no,low,Pro shop (609) 889-2600 | 18-hole par-3 with driving range; Middle Twp; online booking not confirmed — Own site tee-times page states No Tee Times (first-come first-serve); no online booking | South Shore region | Cape May County | Source sheet verification: NO_ONLINE
Stone Harbor Golf Club,,Cape May Court House,,Private,,,,no,low,Pro shop (609) 465-9270 | 18 holes par 72; Desmond Muirhead 1988; members-only; coords approx (Route 9 number not in Census file) | South Shore region | Cape May County | Source sheet verification: Private
Wildwood Golf & Country Club,,Cape May Court House,,Private,,,,no,low,Pro shop (609) 465-7823 | 18 holes par 72; private; Rio Grande/Cape May Court House | South Shore region | Cape May County | Source sheet verification: Private
Ponderlodge Golf Club,,Villas,,Closed,,,,no,low,18 holes; closed circa 2007; site now Villas Wildlife Management Area (state land); former addr 7 Shawmont Ave | South Shore region | Cape May County | Source sheet verification: Closed
Cohanzick Country Club,,Fairton,,Semi-Private,,,,no,low,Pro shop (856) 455-2127 | 18 holes; est. 1895; Fairfield Twp; daily-fee/semi-private (task hint of municipal not confirmed); no online booking | South Shore region | Cumberland County | Source sheet verification: VERIFIED
Eastlyn Golf Course,,Vineland,,Public,https://eastlyngolf.com/,other:native,https://eastlyngolf.com/product/tee-time/,yes,high,Pro shop (856) 691-5558 | 9 holes par 36; The Greenview Inn; books tee times via own WooCommerce website store | South Shore region | Cumberland County | Source sheet verification: VERIFIED
Pitman Golf Course,,Sewell,,Municipal,https://www.pitmangolfcourse.com/,clubprophet,https://pitman.cps.golf/,yes,high,Pro shop (856) 589-6688 | 18 holes; Washington Township-owned; CPS Club Prophet engine pitman.cps.golf resolves | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
Washington Township Municipal Golf Course,,Sewell,,Executive/Par-3,https://www.twp.washington.nj.us/,,,no,low,Pro shop (856) 227-1435 | 9-hole 3-par; Washington Township-owned; Fries Mill Rd; separate from Pitman; online booking not confirmed; coords approx (no street number) — 9-hole 3-par township course (197 Fries Mill Rd); Chronogolf listing is a placeholder; reserve by phone | South Jersey region | Gloucester County | Source sheet verification: NO_ONLINE
RiverWinds Golf Club,,West Deptford,,Semi-Private,https://riverwindsgolfandtennis.com/,chronogolf,https://www.chronogolf.com/club/riverwinds-golf-club,yes,high,Pro shop (856) 848-5700 | 18 holes; Ron Jaworski Golf; West Deptford Twp; live Chronogolf Reserve-now-pay-later | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
Scotland Run Golf Club,,Williamstown,,Private,https://www.scotlandrun.com/,,,no,low,Pro shop (856) 863-3737 | 18 holes; former sand-quarry links; converted to private club (2026 membership waitlist) | South Jersey region | Gloucester County | Source sheet verification: Private
Beckett Golf Club,,Swedesboro,,Public,,,,no,low,Pro shop (856) 467-4700 | 27 holes (Blue/Red/White nines); Woolwich Twp; Chronogolf club page phone-only placeholder | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
Maple Ridge Golf Club,,Deptford,,Public,,,,no,low,Pro shop (856) 468-3542 | Short public course; 1705 Glassboro Rd; online booking not confirmed — No legitimate NJ online channel; golfmapleridge.com is the Georgia course and chronogolf/maple-ridge is British Columbia; reserve by phone | South Jersey region | Gloucester County | Source sheet verification: NO_ONLINE
Westwood Golf Club,,Woodbury,,Public,https://www.westwoodgolfclub.com/,teeitup,https://westwood-golf.book.teeitup.golf/,yes,high,Pro shop (856) 845-2000 | 18 holes; est. 1961; West Deptford (Woodbury mailing); online booking not confirmed; coords approx (Kings Hwy number not in Census file) — Own site Book A Tee Time links TeeItUp | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
White Oaks Country Club,,Newfield,,Semi-Private,https://www.whiteoaksgolf.com/,,,no,low,Pro shop (856) 697-8900 | 18 holes par 71; Chronogolf club page phone-only placeholder | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
Woodbury Country Club,,Woodbury,,Private,,,,no,low,Pro shop (856) 848-5000 | Private members club; est. 1897; H.H. Clarke design; 467 Cooper St | South Jersey region | Gloucester County | Source sheet verification: Private
Wedgwood Country Club,,Turnersville,,Semi-Private,https://www.wedgwoodcc.com,teeitup,https://wedgwood-country-club.play.teeitup.golf/,yes,high,Pro shop (856) 227-5522 | 18 holes (7074 yds); Washington Twp; opened 1966; online booking not confirmed; coords approx (Hurffville Rd name ambiguity) — Own site Book-a-Tee-Time embeds TeeItUp widget (separate simulator TeeItUp also exists) | South Jersey region | Gloucester County | Source sheet verification: VERIFIED
Tall Pines Golf Course,,Sewell,,Closed,,,,no,low,Former golf course now Tall Pines State Preserve (Deptford/Mantua Twp); coords approx (city fallback) | South Jersey region | Gloucester County | Source sheet verification: Closed
Wild Oaks Golf Club,,Salem,,Semi-Private,,,,no,low,Pro shop (856) 935-0705 | 27 holes (Pin Oaks/Willow Oaks/White Cedar nines); Chronogolf club page phone-only placeholder; own domain parked | South Jersey region | Salem County | Source sheet verification: VERIFIED
Town & Country Golf Links,,Woodstown,,Public,https://tcgolflinks.com/,,,no,low,18 holes par 72; opened 1999; 197 East Ave; online booking not confirmed — Own site notes advance tee times recommended but provides no online booking engine; reserve by phone (see website) | South Jersey region | Salem County | Source sheet verification: NO_ONLINE
Centerton Golf Club,,Elmer,,Semi-Private,https://www.centertongc.com/,teeitup,https://centerton-golf-club.book.teeitup.golf/,yes,high,"Pro shop (856) 358-2220 | 18 holes; Pittsgrove Twp (Salem County, not Cumberland); opened 1962; near Parvin State Park; site has tee-times page (blocked to crawler); booking not confirmed — Own site Book A Tee Time links TeeItUp | South Jersey region | Salem County | Source sheet verification: VERIFIED"
Running Deer Golf Club,,Pittsgrove,,Public,https://www.runningdeergolfclub.com/,chronogolf,https://www.chronogolf.com/club/running-deer-golf-club,yes,high,"Pro shop (856) 358-2000 | 18 holes; Ron Jaworski Golf; Pittsgrove/Elmer (Salem County, not Cumberland); live Chronogolf | South Jersey region | Salem County | Source sheet verification: VERIFIED"
Holly Hills Golf Club,,Alloway,,Semi-Private,,,,no,low,Pro shop (856) 935-2412 | 18 holes; opened 1960; no online booking listed; coords approx (Alloway Friesburg Rd not in Census file) | South Jersey region | Salem County | Source sheet verification: VERIFIED
Sakima Country Club,,Carneys Point,,Private,,,,no,low,Pro shop (856) 299-0201 | 9 holes; opened 1961; private; 383 Shell Rd | South Jersey region | Salem County | Source sheet verification: Private
Country Club of Salem,,Salem,,Private,,,,no,low,Pro shop (856) 935-1603 | Private club; est. 1898; 91 Country Club Ln; coords approx (not in Census file) | South Jersey region | Salem County | Source sheet verification: Private
Cherry Valley Country Club,,Skillman,,Private,https://www.cherryvalleycc.com/,,,no,low,"18 holes, private members-only club (added in reconciliation); coords approx | Central Jersey region | Somerset County | Source sheet verification: Private"
